company,valuation,date_joined,year_joined,industry,city,country,continent,year_founded,funding,select_investors
Intellifusion,1000000000,22/03/2019,2019,Artificial intelligence,Shenzhen,China,Asia,2014,173000000,"BOC International, TopoScend Capital, Hongxiu VC"
Interos,1000000000,22/07/2021,2021,Fintech,Arlington,United States,North America,2005,135000000,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
Iodine Software,1000000000,01/12/2021,2021,Data management & analytics,Austin,United States,North America,2010,0,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
JoyTunes,1000000000,21/06/2021,2021,Edtech,Tel Aviv,Israel,Asia,2011,92000000,"Genesis Partners, Aleph, Insight Partners"
Kendra Scott,1000000000,21/12/2016,2016,Consumer & retail,Austin,United States,North America,2002,0,"Berkshire Partners, Norwest Venture Partners"
Kitopi,1000000000,01/07/2021,2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,504000000,"CE-Ventures, BECO Capital, Nordstar"
KnowBox,1000000000,30/05/2019,2019,Edtech,Beijing,China,Asia,2014,306000000,"TAL Education Group, Legend Star, Alibaba Group"
Kopi Kenangan,1000000000,27/12/2021,2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Lamabang,1000000000,06/03/2015,2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,130000000,"5Y Capital, Matrix Partners China, K2VC"
LayerZero Labs,1000000000,30/03/2022,2022,Internet software & services,New York,United States,North America,2021,143000000,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
Lessen,1000000000,30/11/2021,2021,Internet software & services,Scottsdale,United States,North America,2019,205000000,"Khosla Ventures, General Catalyst, Navitas Capital"
LetsGetChecked,1000000000,07/06/2021,2021,Health,Dublin,Ireland,Europe,2015,263000000,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
Licious,1000000000,05/10/2021,2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
LinkDoc Technology,1000000000,05/07/2018,2018,Health,Beijing,China,Asia,2014,253000000,"China Investment Corporation, New Enterprise Associates"
Locus Robotics,1000000000,17/02/2021,2021,Hardware,Wilmington,United States,North America,2014,299000000,"Scale Venture Partners, Bond, Tiger Global Management"
Lookout,1000000000,10/10/2013,2013,Cybersecurity,San Francisco,United States,North America,2007,282000000,"Accel Partners, Greylock Partners, Lowercase Capital"
Lydia,1000000000,08/12/2021,2021,Fintech,Paris,France,Europe,2011,263000000,"NewAlpha, XAnge Private Equity, Tencent Holdings"
MadeiraMadeira,1000000000,07/01/2021,2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+"
Maimai,1000000000,15/11/2017,2017,Mobile & telecommunications,Beijing,China,Asia,2013,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures"
Mammoth Biosciences,1000000000,09/09/2021,2021,Health,Brisbane,United States,North America,2017,265000000,"NFX, Plum Alley, Mayfield"
Masterworks,1000000000,05/10/2021,2021,Fintech,New York,United States,North America,2017,110000000,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
Maven Clinic,1000000000,17/08/2021,2021,Health,New York,United States,North America,2014,202000000,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
MediaMath,1000000000,10/07/2018,2018,Internet software & services,New York,United States,North America,2007,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund"
Meero,1000000000,18/06/2019,2019,Artificial intelligence,Paris,France,Europe,2016,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital"
Mensa Brands,1000000000,16/11/2021,2021,Other,Bengaluru,India,Asia,2021,218000000,"Accel, Falcon Edge Capital, Norwest Venture Partners"
Mia.com,1000000000,08/09/2015,2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,232000000,"Sequoia Capital China, ZhenFund, K2 Ventures"
Minio,1000000000,26/01/2022,2022,Data management & analytics,Palo Alto,United States,North America,2014,126000000,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
Mobvoi,1000000000,06/04/2017,2017,Consumer & retail,Beijing,China,Asia,2012,252000000,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
Moka,1000000000,02/11/2021,2021,Internet software & services,Beijing,China,Asia,2015,144000000,"GGV Capital, GSR Ventures, FreesFund"
Momenta,1000000000,17/10/2018,2018,Artificial intelligence,Beijing,China,Asia,2016,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
Morning Consult,1000000000,08/06/2021,2021,Internet software & services,Washington DC,United States,North America,2014,91000000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
Movile,1000000000,12/07/2018,2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
Mux,1000000000,30/04/2021,2021,Internet software & services,San Francisco,United States,North America,2015,174000000,"Accel, Cobalt Capital, Andreessen Horowitz"
Nature's Fynd,1000000000,19/07/2021,2021,Other,Chicago,United States,North America,2012,463000000,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
Newlink Group,1000000000,10/07/2020,2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,655000000,"JOY Capital, NIO Capital, Blueflame Capital"
News Break,1000000000,07/01/2021,2021,Internet software & services,Mountain View,United States,North America,2015,151000000,"IDG Capital, Francisco Partners, ZhenFund"
Newsela,1000000000,25/02/2021,2021,Internet software & services,New York,United States,North America,2013,172000000,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
NIUM,1000000000,13/07/2021,2021,Fintech,,Singapore,Asia,2014,285000000,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
NoBroker,1000000000,23/11/2021,2021,Internet software & services,Bengaluru,India,Asia,2014,424000000,"General Atlantic, Elevation Capital, BEENEXT"
Noname Security,1000000000,15/12/2021,2021,Cybersecurity,Palo Alto,United States,North America,2020,220000000,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
Numbrs,1000000000,22/08/2019,2019,Fintech,Zurich,Switzerland,Europe,1999,105000000,"Investment Corporation of Dubai, Centralway"
Omada Health,1000000000,23/02/2022,2022,Health,San Francisco,United States,North America,2011,449000000,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
Omio,1000000000,23/10/2018,2018,Travel,Berlin,Germany,Europe,2013,396000000,"Lakestar, Battery Ventures, New Enterprise Associates"
ONE,1000000000,08/12/2021,2021,Internet software & services,,Singapore,Asia,2011,515000000,"Temasek, Guggenheim Investments, Qatar Investment Authority"
OpenWeb,1000000000,09/11/2021,2021,Internet software & services,New York,United States,North America,2012,223000000,"Insight Partners, AltaIR Capital, Norma Investments"
Orbbec Technology,1000000000,21/05/2018,2018,Hardware,Shenzhen,China,Asia,2013,200000000,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
Orca Bio,1000000000,17/06/2020,2020,Health,Menlo Park,United States,North America,2016,192000000,"Lightspeed Venture Partners, Data Collective, 8VC"
Orchard,1000000000,09/09/2021,2021,Fintech,New York,United States,North America,2017,252000000,"Accomplice, Juxtapose, FirstMark Capital"
PandaDoc,1000000000,22/09/2021,2021,Internet software & services,San Francisco,United States,North America,2016,51000000,"Rembrandt Venture Partners, M12, Altos Ventures"
Pat McGrath Labs,1000000000,16/07/2018,2018,Consumer & retail,New York,United States,North America,2016,60000000,"One Luxury Group, Eurazeo"
PatSnap,1000000000,16/03/2021,2021,Internet software & services,,Singapore,Asia,2007,352000000,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
Payhawk,1000000000,14/02/2022,2022,Fintech,London,United Kingdom,Europe,2018,239000000,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
Pentera,1000000000,11/01/2022,2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,190000000,"AWZ Ventures, Blackstone, Insight Partners"
Pet Circle,1000000000,06/12/2021,2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,125000000,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
PicsArt,1000000000,26/08/2021,2021,Mobile & telecommunications,San Francisco,United States,North America,2011,195000000,"Sequoia Capital, DCM Ventures, Insight Partners"
PLACE,1000000000,17/11/2021,2021,Internet software & services,Bellingham,United States,North America,2020,100000000,"Goldman Sachs Asset Management, 3L"
Placer.ai,1000000000,12/01/2022,2022,Artificial intelligence,Los Altos,United States,North America,2016,166000000,"Fifth Wall Ventures, JBV Capital, Array Ventures"
Playco,1000000000,21/09/2020,2020,Other,Tokyo,Japan,Asia,2020,140000000,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
Poizon,1000000000,29/04/2019,2019,Mobile & telecommunications,Shanghai,China,Asia,2015,0,"DST Global, Sequoia Capital China, Gaorong Capital"
PPRO,1000000000,19/01/2021,2021,Fintech,London,United Kingdom,Europe,2006,370000000,"Wellington Management, Eurazeo, Citi Ventures"
Printful,1000000000,24/05/2021,2021,Other,Charlotte,United States,North America,2016,130000000,Bregal Sagemount
Quantum Metric,1000000000,07/01/2021,2021,Data management & analytics,Colorado Springs,United States,North America,2015,226000000,"Insight Partners, Bain Capital Ventures"
Quizlet,1000000000,13/05/2020,2020,Edtech,San Francisco,United States,North America,2005,62000000,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
RapidAPI,1000000000,23/03/2022,2022,Internet software & services,San Francisco,United States,North America,2015,273000000,"Green Bay Ventures, M12, Andreessen Horowitz"
Razor,1000000000,08/11/2021,2021,Consumer & retail,Berlin,Germany,Europe,2020,167000000,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
Red Ventures,1000000000,07/01/2015,2015,Other,Fort Mill,United States,North America,2000,250000000,"Silver Lake Partners, General Atlantic"
REEF Technology,1000000000,10/12/2018,2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2000000000,"Target Global, UBS Asset Management, Mubadala Capital"
ReliaQuest,1000000000,01/12/2021,2021,Cybersecurity,Tampa,United States,North America,2007,330000000,"KKR, FTV Capital, Ten Eleven Ventures"
Revolution Precrafted,1000000000,23/10/2017,2017,Other,Manila,Philippines,Asia,2015,15000000,"K2 Global, 500 Startups"
Rothy's,1000000000,21/12/2021,2021,Consumer & retail,San Francisco,United States,North America,2016,484000000,"Alpargatas, GS Growth, Lightspeed Venture Partners"
SaltPay,1000000000,09/04/2021,2021,Fintech,London,United Kingdom,Europe,2019,1000000000,"Tiger Global Management, Hedosophia"
Savage X Fenty,1000000000,10/02/2021,2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,310000000,"Speedinvest, Valar Ventures, Uniqa Ventures"
Scalapay,1000000000,23/02/2022,2022,Fintech,Milan,Italy,Europe,2019,416000000,"Fasanara Capital, Tiger Global Management, Baleen Capital"
Scandit,1000000000,09/02/2022,2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,273000000,"Atomico, NGP Capital, Google Ventures"
Sentry,1000000000,18/02/2021,2021,Other,San Francisco,United States,North America,2011,127000000,"New Enterprise Associates, Accel, Bond"
Shield AI,1000000000,24/08/2021,2021,Artificial intelligence,San Diego,United States,North America,2015,328000000,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Shift Technology,1000000000,06/05/2021,2021,Artificial intelligence,Paris,France,Europe,2014,545000000,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
ShipBob,1000000000,29/06/2021,2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,331000000,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Shippo,1000000000,02/06/2021,2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,154000000,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
Sidecar Health,1000000000,26/01/2021,2021,Fintech,El Segundo,United States,North America,2018,163000000,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
Sift,1000000000,22/04/2021,2021,Artificial intelligence,San Francisco,United States,North America,2011,157000000,"Union Square Ventures, Insight Partners, Spark Capital"
Skydio,1000000000,25/02/2021,2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,340000000,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Slice,1000000000,28/11/2021,2021,Fintech,Bengaluru,India,Asia,2015,249000000,"Gunosy Capital, Blume Ventures, Das Capital"
SmartAsset,1000000000,24/06/2021,2021,Fintech,New York,United States,North America,2012,161000000,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
SMS Assist,1000000000,07/06/2016,2016,Internet software & services,Chicago,United States,North America,2003,255000000,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
SnapLogic,1000000000,13/12/2021,2021,Internet software & services,San Mateo,United States,North America,2006,371000000,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Snorkel AI,1000000000,09/08/2021,2021,Artificial intelligence,Palo Alto,United States,North America,2019,135000000,"Greylock Partners, Google Ventures, BlackRock"
Solo.io,1000000000,07/10/2021,2021,Internet software & services,Cambridge,United States,North America,2017,172000000,"True Ventures, Altimeter Capital, Redpoint Ventures"
SoundHound,1000000000,03/05/2018,2018,Artificial intelligence,Santa Clara,United States,North America,2005,215000000,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
Splashtop,1000000000,27/01/2021,2021,Internet software & services,San Jose,United States,North America,2006,114000000,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
Standard,1000000000,17/02/2021,2021,Artificial intelligence,San Francisco,United States,North America,2017,239000000,"CRV, Y Combinator, Initialized Capital"
Stytch,1000000000,18/11/2021,2021,Cybersecurity,San Francisco,United States,North America,2020,126000000,"Index Ventures, Benchmark, Thrive Capital"
Swile,1000000000,11/10/2021,2021,Fintech,Montpellier,France,Europe,2016,326000000,"Index Ventures, IDInvest Partners, Daphni"
Tarana Wireless,1000000000,23/03/2022,2022,Mobile & telecommunications,Milpitas,United States,North America,2009,376000000,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
TechStyle Fashion Group,1000000000,29/08/2014,2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,336000000,"Matrix Partners, Passport Capital, Rho Ventures"
TensTorrent,1000000000,05/05/2021,2021,Artificial intelligence,Toronto,Canada,North America,2016,235000000,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
TERMINUS Technology,1000000000,25/10/2018,2018,Hardware,Beijing,China,Asia,2015,623000000,"China Everbright Limited, IDG Capital, iFLYTEK"
Tezign,1000000000,02/11/2021,2021,Internet software & services,Shanghai,China,Asia,2015,151000000,"Sequoia Capital China, Linear Venture, Hearst Ventures"
The Zebra,1000000000,12/04/2021,2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,257000000,"Silverton Partners, Accel, Ballast Point Ventures"
Thirty Madison,1000000000,02/06/2021,2021,Health,New York,United States,North America,1993,210000000,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
Thought Machine,1000000000,29/11/2021,2021,Fintech,London,United Kingdom,Europe,2014,403000000,"British Patient Capital, SEB Venture Capital, IQ Capital"
Timescale,1000000000,22/02/2022,2022,Internet software & services,New York,United States,North America,2015,181000000,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
Tractable,1000000000,16/06/2021,2021,Artificial intelligence,London,United Kingdom,Europe,2014,120000000,"Insight Partners, Ignition Partners, Georgian Partners"
Tresata,1000000000,10/10/2018,2018,Fintech,Charlotte,United States,North America,2011,51000000,GCP Capital Partners
TrialSpark,1000000000,30/09/2021,2021,Health,New York,United States,North America,2014,156000000,"Sequoia Capital, Thrive Capital, Sound Ventures"
TrueLayer,1000000000,21/09/2021,2021,Fintech,London,United Kingdom,Europe,2016,271000000,"Anthemis, Connect Ventures, Northzone Ventures"
Unico,1000000000,03/08/2021,2021,Artificial intelligence,Sao Paulo,Brazil,South America,2007,237000000,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
Vagaro,1000000000,03/11/2021,2021,Internet software & services,Dublin,United States,North America,2009,163000000,FTV Capital
Vedantu,1000000000,29/09/2021,2021,Edtech,Bengaluru,India,Asia,2014,292000000,"Accel, Tiger Global Management, Omidyar Network"
Veev,1000000000,24/02/2022,2022,Internet software & services,San Mateo,United States,North America,2008,585000000,"Zeev Ventures, Bond, Fifth Wall Ventures"
Vise,1000000000,18/05/2021,2021,Fintech,New York,United States,North America,2016,128000000,"Sequoia Capital, Founders Fund, Bling Capital"
Visier,1000000000,29/06/2021,2021,Internet software & services,Vancouver,Canada,North America,2010,217000000,"Foundation Capital, Summit Partners, Adams Street Partners"
VOI,1000000000,21/12/2021,2021,Travel,Stockholm,Sweden,Europe,2018,516000000,"Vostok New Ventures, The Raine Group, Balderton Capital"
Vox Media,1000000000,12/08/2015,2015,Internet software & services,Washington,United States,North America,2011,308000000,"Accel Partners, Comcast Ventures, General Atlantic"
VTS,1000000000,07/05/2019,2019,Internet software & services,New York,United States,North America,2012,187000000,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
Watershed,1000000000,08/02/2022,2022,Internet software & services,San Francisco,United States,North America,2019,70000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
Weights & Biases,1000000000,13/10/2021,2021,Internet software & services,San Francisco,United States,North America,2017,200000000,"Coatue Management, Insight Partners, Trinity Ventures"
WeLab,1000000000,08/11/2017,2017,Fintech,,Hong Kong,Asia,2013,871000000,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
Womai,1000000000,12/10/2015,2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,330000000,"SAIF Partners China, Baidu, IDG Capital"
Wrapbook,1000000000,10/11/2021,2021,Fintech,New York,United States,North America,2018,131000000,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
Xendit,1000000000,14/09/2021,2021,Fintech,Jakarta,Indonesia,Asia,2014,215000000,"Accel, Y Combinator, Amasia"
XForcePlus,1000000000,01/06/2021,2021,Internet software & services,Shanghai,China,Asia,2015,200000000,"Eastern Bell Capital, Danhua Capital, MSA Capital"
YH Global,1000000000,21/09/2017,2017,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,182000000,"Co-Energy Finance, Grandland"
YipitData,1000000000,06/12/2021,2021,Internet software & services,New York,United States,North America,2008,492000000,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
Yunxuetang,1000000000,29/03/2021,2021,Edtech,Suzhou,China,Asia,2011,389000000,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
Zhaogang,1000000000,29/06/2017,2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,379000000,"K2 Ventures, Matrix Partners China, IDG Capital"
Zhuan Zhuan,1000000000,18/04/2017,2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,990000000,"58.com, Tencent Holdings"
Zihaiguo,1000000000,06/05/2021,2021,Consumer & retail,Chongqing,China,Asia,2018,80000000,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
Zopa,1000000000,19/10/2021,2021,Fintech,London,United Kingdom,Europe,2005,792000000,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
Zwift,1000000000,16/09/2020,2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,620000000,"Novator Partners, True, Causeway Media Partners"
Uniphore,3000000000,16/02/2022,2022,Artificial intelligence,Palo Alto,United States,North America,2008,607000000,"Chiratae Ventures, March Capital Partners, National Grid Partners"
NotCo,2000000000,26/07/2021,2021,Artificial intelligence,Santiago,Chile,South America,2015,370000000,"Kaszek Ventures, SOSV, Tiger Global Management"
Cresta,2000000000,17/03/2022,2022,Artificial intelligence,San Francisco,United States,North America,2017,151000000,"Andreessen Horowitz, Greylock Partners, Sequoia Capital"
ConcertAI,2000000000,29/03/2022,2022,Artificial intelligence,Boston,United States,North America,2018,300000000,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
Shukun Technology,1000000000,16/08/2021,2021,Artificial intelligence,Beijing,China,Asia,2017,211000000,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
TUNGEE,1000000000,15/12/2021,2021,Artificial intelligence,Guangzhou,China,Asia,2016,171000000,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
SmartMore,1000000000,24/06/2021,2021,Artificial intelligence,Shenzhen,China,Asia,2019,300000000,"IDG Capital, ZhenFund, Sequoia Capital China"
Anyscale,1000000000,07/12/2021,2021,Artificial intelligence,Berkeley,United States,North America,2019,160000000,"Andreessen Horowitz, Intel Capital, Foundation Capital"
CommerceIQ,1000000000,21/03/2022,2022,Artificial intelligence,Palo Alto,United States,North America,2012,196000000,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
Haomao.AI,1000000000,22/12/2021,2021,Artificial intelligence,Beijing,China,Asia,2019,157000000,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
Owkin,1000000000,18/11/2021,2021,Artificial intelligence,New York,United States,North America,2016,254000000,"Google Ventures, Cathay Innovation, NJF Capital"
